order_id,customer_id,order_date,product_category,quantity,unit_price,country
241,817,2025-02-23,books,1,284.72,GB
242,1363,2025-02-02,home,2,619.69,DE
243,138,2025-01-12,electronics,1,391.52,GB
244,1663,2025-01-17,toys,1,529.88,AU
245,1151,2025-02-12,books,1,372.66,DE
246,1778,2025-01-07,home,5,284.63,US
247,1184,2025-03-06,apparel,2,592.77,CA
248,1736,2025-01-14,home,5,333.96,GB
249,1176,2025-01-29,grocery,5,877.21,AU
250,1257,2025-03-28,books,5,28.49,GB
251,60,2025-01-24,home,3,829.77,GB
252,13,2025-01-24,apparel,5,593.31,US
253,291,2025-03-23,electronics,1,672.76,CA
254,771,2025-02-23,grocery,3,145.87,GB
255,1478,2025-02-11,toys,5,81.03,US
256,319,2025-01-21,toys,1,608.19,GB
257,908,2025-03-26,grocery,4,548.32,DE
258,560,2025-01-28,toys,1,313.92,US
259,581,2025-03-28,books,5,440.53,GB
260,94,2025-01-29,grocery,5,54.02,CA
261,618,2025-01-28,apparel,3,264.05,US
262,16,2025-03-05,books,4,162.24,DE
263,1091,2025-01-30,toys,5,750.84,GB
264,148,2025-02-20,books,1,395.41,DE
265,1887,2025-01-10,home,5,389.2,DE
266,1454,2025-03-23,grocery,3,108.07,US
267,1979,2025-02-11,apparel,5,416.78,GB
268,181,2025-02-25,electronics,2,394.92,DE
269,1074,2025-01-11,grocery,3,672.49,CA
270,683,2025-01-22,electronics,5,571.73,AU
271,1045,2025-01-25,home,3,655.99,CA
272,484,2025-01-14,apparel,3,181.55,AU
273,314,2025-03-25,electronics,2,856.4,DE
274,951,2025-03-14,toys,4,614.6,AU
275,1317,2025-03-23,toys,3,778.49,GB
276,310,2025-02-26,electronics,4,400.77,GB
277,1631,2025-02-05,toys,1,319.98,US
278,636,2025-03-01,grocery,1,55.91,GB
279,158,2025-03-24,electronics,5,536.69,DE
280,948,2025-03-16,toys,1,407.5,AU
281,1335,2025-01-25,home,5,430.68,CA
282,1962,2025-01-08,grocery,1,730.81,GB
283,1463,2025-01-11,toys,2,40.02,DE
284,900,2025-03-09,toys,5,147.07,GB
285,1880,2025-02-06,grocery,4,698.14,AU
286,108,2025-03-22,books,3,63.98,US
287,1143,2025-03-28,grocery,3,230.53,AU
288,1789,2025-01-20,home,1,526.54,CA
289,1878,2025-02-14,home,4,120.4,US
290,635,2025-03-13,grocery,3,732.79,AU
291,192,2025-03-24,books,4,460.09,US
292,743,2025-02-09,apparel,2,310.84,DE
293,394,2025-01-29,apparel,2,74.05,US
294,1040,2025-03-11,books,5,38.77,GB
295,1795,2025-03-21,apparel,5,342.15,CA
296,371,2025-03-30,toys,2,650.45,US
297,842,2025-02-16,books,2,872.77,AU
298,584,2025-02-27,apparel,5,219.05,DE
299,1852,2025-01-25,home,5,886.06,DE
300,1576,2025-02-06,grocery,5,477.07,CA
301,1673,2025-01-26,toys,2,786.33,US
302,1314,2025-03-03,home,5,841.18,AU
303,1744,2025-01-16,home,1,687.98,GB
304,921,2025-03-07,apparel,4,87.07,CA
305,1673,2025-02-27,home,1,376.32,DE
306,1029,2025-02-17,apparel,4,895.09,GB
307,460,2025-01-04,home,1,756.05,GB
308,1621,2025-01-19,apparel,1,261.75,DE
309,1426,2025-01-18,books,4,406.49,US
310,1856,2025-01-11,electronics,3,198.0,CA
311,1124,2025-03-19,toys,4,104.5,GB
312,487,2025-02-08,electronics,1,218.39,AU
313,937,2025-01-09,electronics,4,539.07,US
314,1295,2025-03-07,toys,2,648.09,GB
315,880,2025-01-01,toys,3,220.29,DE
316,384,2025-03-27,books,1,473.51,GB
317,139,2025-03-09,toys,5,708.83,AU
318,1135,2025-01-03,grocery,4,43.95,DE
319,765,2025-02-02,books,1,324.59,US
320,707,2025-01-31,books,1,695.48,GB
321,274,2025-01-06,home,5,307.99,CA
322,1701,2025-03-29,grocery,4,570.39,CA
323,130,2025-02-28,electronics,3,185.41,CA
324,1815,2025-01-06,home,3,466.26,AU
325,970,2025-02-02,electronics,2,261.06,US
326,1774,2025-03-25,home,3,116.4,GB
327,895,2025-02-21,books,4,805.69,DE
328,695,2025-01-24,grocery,4,333.77,AU
329,547,2025-01-11,books,4,75.63,AU
330,1685,2025-01-24,toys,3,292.47,US
331,672,2025-03-26,home,3,404.08,DE
332,342,2025-03-30,grocery,3,405.17,GB
333,1260,2025-02-25,home,1,72.15,DE
334,745,2025-03-07,books,2,857.74,CA
335,1739,2025-03-19,books,4,36.14,US
336,484,2025-03-24,home,3,347.64,AU
337,67,2025-03-19,apparel,4,854.19,GB
338,910,2025-01-10,toys,2,478.86,DE
339,644,2025-03-25,home,2,864.66,US
340,1507,2025-01-24,grocery,5,351.34,AU
341,242,2025-02-03,home,4,197.03,AU
342,585,2025-03-30,grocery,2,114.75,US
343,926,2025-01-23,books,4,897.54,GB
344,1368,2025-02-14,books,1,497.24,GB
345,1826,2025-02-08,apparel,2,715.35,AU
346,460,2025-01-16,apparel,2,216.87,DE
347,54,2025-02-16,toys,5,335.17,AU
348,266,2025-03-20,electronics,1,281.81,DE
349,1077,2025-02-22,grocery,5,71.0,GB
350,1316,2025-01-10,grocery,4,613.69,GB
351,263,2025-03-12,books,5,167.85,CA
352,887,2025-03-06,electronics,1,468.69,GB
353,338,2025-01-21,home,2,314.68,AU
354,1833,2025-02-06,electronics,3,180.68,AU
355,563,2025-01-17,books,3,554.9,US
356,1030,2025-03-24,apparel,5,847.73,CA
357,351,2025-03-26,toys,5,307.16,AU
358,85,2025-01-04,electronics,1,853.94,AU
359,543,2025-03-25,apparel,5,377.84,US
360,1020,2025-03-22,toys,3,579.5,GB
361,990,2025-02-01,books,4,271.19,US
362,1411,2025-01-08,apparel,4,376.97,DE
363,418,2025-02-13,toys,2,284.75,GB
364,1504,2025-02-14,grocery,2,685.79,AU
365,1151,2025-01-14,home,2,422.48,GB
366,921,2025-02-01,apparel,1,50.28,DE
367,1770,2025-03-20,grocery,2,866.59,CA
368,1667,2025-02-11,toys,3,174.89,CA
369,1021,2025-03-07,grocery,4,791.76,DE
370,48,2025-01-12,grocery,5,414.21,CA
371,441,2025-03-16,home,1,50.22,DE
372,1224,2025-03-25,books,4,260.73,US
373,1736,2025-01-14,grocery,2,794.79,GB
374,1565,2025-02-21,home,1,363.51,AU
375,1151,2025-01-25,home,5,263.29,DE
376,1033,2025-02-27,toys,3,743.64,AU
377,1394,2025-03-20,electronics,2,877.69,DE
378,765,2025-02-13,toys,3,680.68,CA
379,1234,2025-03-07,grocery,5,41.02,US
380,281,2025-02-12,grocery,5,413.99,AU
381,1830,2025-03-07,apparel,3,838.57,GB
382,333,2025-02-20,toys,3,536.37,AU
383,1697,2025-03-07,toys,4,639.31,GB
384,973,2025-01-03,home,3,608.05,DE
385,1196,2025-02-09,books,1,539.22,GB
386,1981,2025-03-25,toys,5,208.64,US
387,1196,2025-03-03,apparel,5,567.97,AU
388,1587,2025-02-18,apparel,2,33.25,US
389,391,2025-01-03,grocery,3,379.8,DE
390,1415,2025-01-27,grocery,5,698.59,DE
391,1788,2025-01-08,books,2,469.21,AU
392,666,2025-03-26,grocery,5,342.25,CA
393,942,2025-03-10,home,5,322.08,GB
394,1250,2025-03-03,apparel,2,254.7,GB
395,461,2025-02-08,home,2,622.75,DE
396,650,2025-03-03,home,5,840.65,GB
397,590,2025-01-16,toys,5,344.82,DE
398,1677,2025-02-14,apparel,3,42.64,US
399,710,2025-02-26,books,3,673.86,CA
400,414,2025-03-10,home,5,628.06,CA
401,224,2025-03-20,books,5,219.15,US
402,1372,2025-03-09,apparel,2,51.97,DE
403,677,2025-03-02,electronics,2,9.63,AU
404,1903,2025-01-21,grocery,4,432.31,CA
405,1549,2025-02-06,home,3,583.07,US
406,1336,2025-03-15,apparel,5,666.11,US
407,1871,2025-01-23,grocery,2,840.85,US
408,1713,2025-02-20,grocery,2,843.25,GB
409,1796,2025-01-05,electronics,3,513.32,US
410,1902,2025-02-12,home,4,890.23,AU
411,1074,2025-03-05,apparel,5,423.87,CA
412,1657,2025-01-15,home,2,659.34,GB
413,1472,2025-01-24,electronics,3,712.73,AU
414,1382,2025-01-25,apparel,5,771.24,DE
415,1694,2025-02-24,toys,3,82.62,US
416,379,2025-01-18,grocery,3,842.55,US
417,535,2025-02-19,apparel,4,679.6,GB
418,619,2025-03-16,books,5,15.22,GB
419,1419,2025-01-31,electronics,1,421.52,CA
420,831,2025-03-29,toys,3,622.8,GB
421,753,2025-03-20,apparel,2,861.83,DE
422,314,2025-02-28,books,5,339.38,AU
423,1870,2025-03-02,toys,2,686.85,AU
424,1789,2025-01-11,toys,4,477.7,GB
425,160,2025-03-14,electronics,1,746.74,AU
426,415,2025-03-15,toys,2,152.25,AU
427,905,2025-01-15,books,2,646.63,DE
428,187,2025-03-07,grocery,1,410.81,AU
429,851,2025-02-28,toys,1,505.11,GB
430,1482,2025-01-03,grocery,3,735.72,CA
431,1185,2025-01-10,electronics,4,313.34,US
432,1109,2025-01-08,electronics,4,33.39,DE
433,369,2025-01-18,books,4,340.13,DE
434,919,2025-02-18,grocery,1,616.03,AU
435,273,2025-03-25,home,1,164.72,AU
436,805,2025-03-09,apparel,2,752.16,US
437,612,2025-03-01,books,5,384.58,DE
438,1687,2025-01-30,apparel,4,314.8,GB
439,387,2025-01-15,electronics,4,555.35,US
440,493,2025-01-27,electronics,1,536.57,DE
441,1225,2025-03-28,books,1,224.03,US
442,824,2025-02-26,apparel,5,199.45,US
443,287,2025-03-06,home,2,735.12,AU
444,654,2025-03-15,toys,3,217.02,CA
445,1353,2025-03-08,apparel,4,273.94,US
446,1141,2025-03-17,books,2,565.25,DE
447,1139,2025-03-05,electronics,3,847.71,DE
448,1610,2025-03-09,home,4,370.38,GB
449,771,2025-01-24,toys,4,220.66,CA
450,616,2025-01-19,grocery,1,508.33,DE
451,1142,2025-03-09,apparel,4,222.35,CA
452,677,2025-03-24,electronics,4,763.17,US
453,1097,2025-01-25,electronics,3,342.56,AU
454,1235,2025-01-06,electronics,2,725.15,AU
455,1484,2025-03-27,toys,2,434.05,GB
456,621,2025-01-02,apparel,2,866.05,US
457,1530,2025-03-03,apparel,5,634.86,DE
458,1875,2025-01-31,toys,3,699.07,DE
459,955,2025-03-10,books,3,281.03,GB
460,1051,2025-03-05,grocery,1,723.51,DE
461,1560,2025-02-10,apparel,3,285.06,US
462,1153,2025-01-29,books,2,19.51,AU
463,1915,2025-03-16,toys,4,269.19,CA
464,676,2025-01-30,grocery,5,750.85,DE
465,1128,2025-03-25,books,3,235.3,DE
466,1980,2025-03-24,books,4,417.43,GB
467,347,2025-01-18,books,5,442.03,AU
468,1315,2025-01-08,toys,1,755.96,US
469,1936,2025-03-27,electronics,1,374.08,CA
470,140,2025-01-20,electronics,2,457.62,GB
471,124,2025-03-21,books,5,821.9,DE
472,33,2025-01-01,toys,5,373.14,US
473,1085,2025-02-05,toys,3,20.33,DE
474,1652,2025-01-23,electronics,1,474.31,CA
475,394,2025-03-21,toys,3,734.61,GB
476,1629,2025-02-20,electronics,3,863.56,DE
477,1158,2025-02-01,books,2,273.47,US
478,1339,2025-03-25,electronics,1,367.71,DE
479,1132,2025-03-02,electronics,1,634.04,US
480,1024,2025-02-25,books,3,511.43,US
481,1833,2025-03-09,electronics,2,194.21,AU
482,974,2025-02-04,electronics,1,617.55,GB
483,1842,2025-03-11,toys,1,165.51,GB
484,33,2025-01-27,toys,2,678.26,DE
485,1903,2025-01-10,home,2,509.73,AU
486,1710,2025-02-19,books,5,301.89,CA
487,1619,2025-03-30,books,1,453.2,GB
488,110,2025-01-13,grocery,2,755.6,GB
489,1240,2025-03-20,toys,4,872.17,GB
490,61,2025-03-23,home,4,444.08,GB
491,1133,2025-02-18,grocery,2,613.32,DE
492,176,2025-03-21,home,2,643.22,US
493,549,2025-01-20,grocery,2,666.98,GB
494,739,2025-01-14,electronics,1,848.94,DE
495,738,2025-02-04,electronics,2,83.12,DE
496,920,2025-03-13,toys,5,370.19,US
497,184,2025-02-15,toys,1,539.24,GB
498,1769,2025-02-19,electronics,3,375.35,US
499,1485,2025-03-13,apparel,5,471.38,DE
500,348,2025-01-18,home,3,245.21,CA
501,130,2025-01-22,grocery,3,381.88,DE
502,1603,2025-01-10,home,3,850.07,DE
503,1217,2025-03-20,apparel,4,100.73,GB
504,14,2025-02-20,home,5,344.99,GB
505,902,2025-02-12,grocery,5,126.82,GB
506,1236,2025-03-30,apparel,4,286.18,DE
507,1984,2025-02-10,home,4,871.14,CA
508,668,2025-02-18,home,4,331.68,AU
509,410,2025-03-17,toys,2,615.12,AU
510,56,2025-03-01,books,2,397.41,GB
511,1703,2025-03-30,electronics,4,607.3,CA
512,1298,2025-02-08,apparel,3,594.49,DE
513,1617,2025-02-18,electronics,4,891.67,DE
514,1193,2025-02-21,toys,5,831.52,DE
515,1114,2025-01-05,home,5,536.46,US
516,224,2025-02-01,books,3,153.86,AU
517,91,2025-03-14,books,4,870.29,GB
518,1978,2025-02-25,electronics,1,93.24,CA
519,1046,2025-03-08,toys,5,620.45,CA
520,913,2025-02-17,grocery,4,696.24,AU
521,1415,2025-03-06,apparel,3,897.93,DE
522,215,2025-02-07,grocery,1,108.87,CA
523,714,2025-02-09,home,4,706.91,AU
524,990,2025-02-14,grocery,1,397.15,DE
525,654,2025-01-09,home,1,730.11,US
526,47,2025-02-13,books,1,611.03,CA
527,1905,2025-02-01,toys,2,498.95,GB
528,1147,2025-02-24,grocery,2,718.98,CA
529,382,2025-03-23,books,4,359.04,AU
530,1809,2025-01-26,grocery,5,389.44,US
531,1444,2025-01-28,apparel,3,678.32,US
532,1183,2025-01-14,toys,2,332.37,CA
533,938,2025-01-15,home,4,477.29,GB
534,1223,2025-02-19,toys,4,530.36,GB
535,721,2025-02-28,toys,2,733.29,GB
536,1882,2025-03-20,toys,1,606.53,GB
537,242,2025-01-31,home,1,168.81,CA
538,1047,2025-02-19,grocery,5,128.38,DE
539,867,2025-01-24,grocery,5,625.61,CA
540,1137,2025-01-22,grocery,3,130.56,GB
541,1725,2025-02-27,toys,1,779.63,US
542,993,2025-01-18,apparel,4,867.62,AU
543,1338,2025-03-05,grocery,4,376.98,DE
544,1001,2025-01-22,electronics,5,32.61,CA
545,599,2025-01-05,home,2,486.15,CA
546,1599,2025-02-28,toys,4,496.99,US
547,1173,2025-01-15,home,5,741.83,GB
548,1111,2025-01-06,books,4,493.98,DE
549,210,2025-03-25,apparel,3,787.94,US
550,922,2025-02-03,home,1,397.96,US
551,1589,2025-01-31,apparel,5,621.76,AU
552,1296,2025-02-24,apparel,5,129.61,CA
553,1667,2025-01-27,electronics,5,318.97,GB
554,1223,2025-03-10,apparel,3,881.2,GB
555,593,2025-03-15,home,5,887.0,US
556,278,2025-02-22,electronics,3,781.0,CA
557,1437,2025-01-17,apparel,2,641.69,CA
558,1560,2025-03-28,grocery,4,132.23,GB
559,1286,2025-02-23,grocery,4,72.58,US
560,826,2025-03-07,books,3,626.75,GB
561,932,2025-03-04,home,5,7.2,US
562,1497,2025-02-28,books,3,765.84,AU
563,815,2025-01-28,grocery,2,447.76,GB
564,1697,2025-02-06,home,5,522.24,AU
565,1746,2025-03-04,home,1,46.11,DE
566,34,2025-01-16,apparel,4,413.57,DE
567,415,2025-03-30,apparel,3,147.27,GB
568,192,2025-03-25,home,3,78.76,CA
569,107,2025-02-20,books,3,654.75,CA
570,880,2025-03-25,electronics,1,5.96,DE
571,160,2025-01-17,toys,2,469.89,DE
572,20,2025-01-02,books,3,736.3,DE
573,1422,2025-01-17,grocery,1,209.9,US
574,1497,2025-01-14,electronics,3,333.96,GB
575,281,2025-02-18,apparel,2,66.22,AU
576,18,2025-03-20,books,2,398.88,CA
577,1287,2025-01-20,grocery,5,619.47,CA
578,178,2025-01-13,apparel,1,532.66,DE
579,720,2025-02-24,home,2,226.76,US
580,509,2025-03-12,toys,5,650.45,GB
581,1596,2025-03-30,electronics,3,188.86,AU
582,1044,2025-01-25,books,4,269.5,US
583,1606,2025-01-31,grocery,4,105.9,DE
584,1307,2025-03-18,electronics,5,800.4,US
585,740,2025-02-10,apparel,4,775.42,AU
586,862,2025-02-16,toys,2,687.63,US
587,35,2025-03-17,electronics,1,239.65,US
588,1890,2025-01-08,grocery,5,261.4,AU
589,1572,2025-02-23,grocery,4,78.76,AU
590,1102,2025-03-20,apparel,3,79.81,US
591,1048,2025-01-27,apparel,5,297.43,AU
592,1300,2025-03-25,books,1,282.59,DE
593,1495,2025-01-31,electronics,2,82.15,DE
